246.94;10/04/2021 14:26;D;
101.59;10/04/2021 14:26;U;
243.41;10/04/2021 14:31;D;
102.17;10/04/2021 14:31;U;
185.83;10/04/2021 14:36;D;
96.93;10/04/2021 14:36;U;
228.18;10/04/2021 14:41;D;
102.33;10/04/2021 14:41;U;
226.48;10/04/2021 14:46;D;
110.30;10/04/2021 14:46;U;
247.45;10/04/2021 14:51;D;
107.76;10/04/2021 14:51;U;
205.38;10/04/2021 14:56;D;
108.57;10/04/2021 14:56;U;
254.17;10/04/2021 15:01;D;
113.33;10/04/2021 15:01;U;
244.63;10/04/2021 15:06;D;
112.13;10/04/2021 15:06;U;
229.99;10/04/2021 15:11;D;
103.59;10/04/2021 15:11;U;
245.38;10/04/2021 15:16;D;
112.96;10/04/2021 15:16;U;
240.08;10/04/2021 15:21;D;
91.78;10/04/2021 15:21;U;
256.20;10/04/2021 15:26;D;
102.47;10/04/2021 15:26;U;
240.32;10/04/2021 15:31;D;
105.95;10/04/2021 15:31;U;
226.01;10/04/2021 15:36;D;
99.54;10/04/2021 15:36;U;
221.65;10/04/2021 15:41;D;
106.79;10/04/2021 15:41;U;
236.38;10/04/2021 15:46;D;
100.27;10/04/2021 15:46;U;
238.04;10/04/2021 15:51;D;
106.08;10/04/2021 15:51;U;
279.86;10/04/2021 15:56;D;
103.51;10/04/2021 15:56;U;
216.63;10/04/2021 16:01;D;
106.42;10/04/2021 16:01;U;
235.10;10/04/2021 16:06;D;
100.89;10/04/2021 16:06;U;
255.71;10/04/2021 16:11;D;
103.15;10/04/2021 16:11;U;
266.20;10/04/2021 16:16;D;
100.58;10/04/2021 16:16;U;
217.14;10/04/2021 16:21;D;
111.23;10/04/2021 16:21;U;
249.76;10/04/2021 16:26;D;
100.44;10/04/2021 16:26;U;
259.78;10/04/2021 16:31;D;
110.94;10/04/2021 16:31;U;
254.75;10/04/2021 16:36;D;
103.27;10/04/2021 16:36;U;
255.23;10/04/2021 16:41;D;
105.78;10/04/2021 16:41;U;
232.70;10/04/2021 16:46;D;
112.74;10/04/2021 16:46;U;
197.61;10/04/2021 16:51;D;
109.88;10/04/2021 16:51;U;
255.51;10/04/2021 16:56;D;
108.96;10/04/2021 16:56;U;
188.70;10/04/2021 17:01;D;
106.02;10/04/2021 17:01;U;
225.87;10/04/2021 17:06;D;
108.51;10/04/2021 17:06;U;
222.77;10/04/2021 17:11;D;
104.24;10/04/2021 17:11;U;
260.92;10/04/2021 17:16;D;
103.99;10/04/2021 17:16;U;
239.55;10/04/2021 17:21;D;
106.98;10/04/2021 17:21;U;
260.87;10/04/2021 17:26;D;
11.54;10/04/2021 17:26;U;
231.87;10/04/2021 17:31;D;
105.03;10/04/2021 17:31;U;
273.77;10/04/2021 17:36;D;
99.75;10/04/2021 17:36;U;
248.65;10/04/2021 17:41;D;
104.01;10/04/2021 17:41;U;
230.48;10/04/2021 17:46;D;
96.56;10/04/2021 17:46;U;
214.55;10/04/2021 17:51;D;
105.00;10/04/2021 17:51;U;
208.41;10/04/2021 17:56;D;
90.71;10/04/2021 17:56;U;
239.57;10/04/2021 18:01;D;
102.48;10/04/2021 18:01;U;
261.95;10/04/2021 18:06;D;
107.12;10/04/2021 18:06;U;
234.73;10/04/2021 18:11;D;
97.97;10/04/2021 18:11;U;
224.59;10/04/2021 18:16;D;
104.68;10/04/2021 18:16;U;
239.09;10/04/2021 18:21;D;
105.60;10/04/2021 18:21;U;
268.73;10/04/2021 18:26;D;
109.99;10/04/2021 18:26;U;
251.44;10/04/2021 18:31;D;
106.83;10/04/2021 18:31;U;
237.61;10/04/2021 18:36;D;
98.00;10/04/2021 18:36;U;
261.56;10/04/2021 18:41;D;
99.98;10/04/2021 18:41;U;
236.40;10/04/2021 18:46;D;
97.25;10/04/2021 18:46;U;
244.61;10/04/2021 18:51;D;
75.01;10/04/2021 18:51;U;
246.77;10/04/2021 18:56;D;
91.98;10/04/2021 18:56;U;
246.28;10/04/2021 19:01;D;
103.33;10/04/2021 19:01;U;
233.32;10/04/2021 19:06;D;
111.69;10/04/2021 19:06;U;
248.22;10/04/2021 19:11;D;
96.74;10/04/2021 19:11;U;
252.18;10/04/2021 19:16;D;
109.19;10/04/2021 19:16;U;
256.78;10/04/2021 19:21;D;
98.90;10/04/2021 19:21;U;
199.34;10/04/2021 19:26;D;
118.99;10/04/2021 19:26;U;
258.28;10/04/2021 19:31;D;
114.67;10/04/2021 19:31;U;
265.21;10/04/2021 19:36;D;
114.73;10/04/2021 19:36;U;
243.84;10/04/2021 19:41;D;
116.13;10/04/2021 19:41;U;
262.03;10/04/2021 19:46;D;
116.91;10/04/2021 19:46;U;
261.81;10/04/2021 19:51;D;
101.41;10/04/2021 19:51;U;
237.68;10/04/2021 19:56;D;
89.53;10/04/2021 19:56;U;
273.62;10/04/2021 20:01;D;
94.56;10/04/2021 20:01;U;
269.94;10/04/2021 20:06;D;
119.52;10/04/2021 20:06;U;
252.86;10/04/2021 20:11;D;
115.28;10/04/2021 20:11;U;
264.85;10/04/2021 20:16;D;
115.98;10/04/2021 20:16;U;
264.20;10/04/2021 20:21;D;
115.40;10/04/2021 20:21;U;
267.13;10/04/2021 20:26;D;
